Timestamp,Label,Light,Mic,PIR
2/27/2024 15:35,human - dark,8191,380,0
2/27/2024 15:35,human - dark,8191,384,0
2/27/2024 15:35,human - dark,8191,381,0
2/27/2024 15:35,human - dark,8191,381,0
2/27/2024 15:35,human - dark,8191,397,0
2/27/2024 15:35,human - dark,8191,396,0
2/27/2024 15:36,human - dark,8191,405,0
2/27/2024 15:36,human - dark,8191,400,0
2/27/2024 15:36,human - dark,8191,409,0
2/27/2024 15:36,human - dark,8191,369,0
2/27/2024 15:36,human - dark,8191,381,0
2/27/2024 15:36,human - dark,8191,365,0
2/27/2024 15:36,human - dark,8191,373,0
2/27/2024 15:36,human - dark,8191,392,0
2/27/2024 15:36,human - dark,8191,392,0
2/27/2024 15:36,human - dark,8191,397,0
2/27/2024 15:36,human - dark,8191,412,0
2/27/2024 15:36,human - dark,8191,405,0
2/27/2024 15:36,human - dark,8191,400,0
2/27/2024 15:36,human - dark,8191,376,0
2/27/2024 15:36,human - dark,8191,365,8191
2/27/2024 15:36,human - dark,8191,373,0
2/27/2024 15:36,human - dark,8191,377,0
2/27/2024 15:36,human - dark,8191,381,0
2/27/2024 15:36,human - dark,8191,396,0
2/27/2024 15:37,human - dark,8191,357,0
2/27/2024 15:37,human - dark,8191,368,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,372,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,364,0
2/27/2024 15:37,human - dark,8191,381,0
2/27/2024 15:37,human - dark,8191,385,0
2/27/2024 15:37,human - dark,8191,321,0
2/27/2024 15:37,human - dark,8191,8191,8191
2/27/2024 15:37,human - dark,8191,7124,8191
2/27/2024 15:37,human - dark,8191,301,0
2/27/2024 15:37,human - dark,8191,317,8191
2/27/2024 15:37,human - dark,8191,312,0
2/27/2024 15:37,human - dark,8191,316,0
2/26/2024 18:17,human - light,280,42,0
2/26/2024 18:17,human - light,281,43,0
2/26/2024 18:17,human - light,279,45,0
2/26/2024 18:17,human - light,278,43,0
2/26/2024 18:17,human - light,283,44,0
2/26/2024 18:17,human - light,279,45,0
2/26/2024 18:17,human - light,277,43,141
2/26/2024 18:17,human - light,275,43,0
2/26/2024 18:17,human - light,283,47,1
2/26/2024 18:17,human - light,281,45,0
2/26/2024 18:17,human - light,275,96,3223
2/26/2024 18:18,human - light,279,43,0
2/26/2024 18:18,human - light,278,33,0
2/26/2024 18:18,human - light,274,41,62
2/26/2024 18:18,human - light,279,42,0
2/26/2024 18:18,human - light,279,42,0
2/26/2024 18:18,human - light,281,43,0
2/26/2024 18:18,human - light,313,3935,0
2/26/2024 18:18,human - light,275,41,2623
2/26/2024 18:18,human - light,283,43,36
2/26/2024 18:18,human - light,274,39,0
2/26/2024 18:18,human - light,279,42,0
2/26/2024 18:18,human - light,274,39,3040
2/26/2024 18:18,human - light,279,45,0
2/26/2024 18:18,human - light,281,46,0
2/26/2024 18:18,human - light,275,39,2961
2/26/2024 18:18,human - light,279,44,0
2/26/2024 18:19,human - light,275,43,2442
2/26/2024 18:19,human - light,282,44,0
2/26/2024 18:19,human - light,282,43,0
2/26/2024 18:19,human - light,281,38,0
2/26/2024 18:19,human - light,277,33,2034
2/26/2024 18:19,human - light,277,45,0
2/26/2024 18:19,human - light,278,43,0
2/26/2024 18:19,human - light,275,39,805
2/26/2024 18:19,human - light,275,42,0
2/26/2024 18:19,human - light,280,41,0
2/26/2024 18:19,human - light,277,43,0
2/27/2024 15:22,human - light,2697,548,0
2/27/2024 15:22,human - light,2708,473,0
2/27/2024 15:22,human - light,2704,485,0
2/27/2024 15:22,human - light,2709,453,0
2/27/2024 15:22,human - light,2708,417,0
2/27/2024 15:22,human - light,2700,428,0
2/27/2024 15:22,human - light,2705,432,0
2/27/2024 15:22,human - light,2853,416,0
2/27/2024 15:22,human - light,3629,409,8191
2/27/2024 15:22,human - light,2760,404,0
2/27/2024 15:22,human - light,2805,408,0
2/27/2024 15:22,human - light,2721,404,8191
2/27/2024 15:22,human - light,2729,401,0
2/27/2024 15:22,human - light,2700,413,0
2/27/2024 15:23,human - light,2696,429,8191
2/27/2024 15:23,human - light,2661,353,0
2/27/2024 15:23,human - light,2697,345,0
2/27/2024 15:23,human - light,2700,356,0
2/27/2024 15:23,human - light,2704,369,0
2/27/2024 15:23,human - light,2701,388,0
2/27/2024 15:23,human - light,2700,381,0
2/27/2024 15:23,human - light,2704,353,0
2/27/2024 15:23,human - light,2704,357,0
2/27/2024 15:23,human - light,2700,357,0
2/27/2024 15:23,human - light,2704,361,0
2/27/2024 15:23,human - light,2712,381,0
2/27/2024 15:23,human - light,2712,396,0
2/27/2024 15:23,human - light,2713,368,0
2/27/2024 15:23,human - light,2712,365,0
2/27/2024 15:23,human - light,2709,385,0
2/27/2024 15:23,human - light,2708,336,0
2/27/2024 15:23,human - light,2709,360,0
2/27/2024 15:24,human - light,2712,357,0
2/27/2024 15:24,human - light,2712,376,0
2/27/2024 15:24,human - light,2705,388,0
2/27/2024 15:24,human - light,2709,389,0
2/27/2024 15:24,human - light,2708,388,0
2/27/2024 15:24,human - light,2701,409,0
2/27/2024 15:24,human - light,2713,408,0
2/27/2024 15:24,human - light,2712,389,0
2/27/2024 15:24,human - light,2716,361,0
2/27/2024 15:24,human - light,2724,384,0
2/27/2024 15:24,human - light,2724,405,0
2/27/2024 15:24,human - light,2725,393,0
2/27/2024 15:24,human - light,2724,388,0
2/27/2024 15:24,human - light,2725,377,0
2/27/2024 15:24,human - light,2736,389,0
2/27/2024 15:24,human - light,2729,373,0
2/27/2024 15:24,human - light,2728,365,0
2/27/2024 15:24,human - light,2733,373,0
2/27/2024 15:24,human - light,2740,369,0
2/27/2024 15:25,human - light,2749,392,0
2/27/2024 15:25,human - light,2757,364,0
2/27/2024 15:25,human - light,2769,369,0
2/27/2024 15:25,human - light,2777,376,0
2/27/2024 15:25,human - light,2785,392,0
2/27/2024 15:25,human - light,2792,409,0
2/27/2024 15:25,human - light,2769,380,0
2/27/2024 15:25,human - light,2780,393,0
2/27/2024 15:25,human - light,2788,405,0
2/27/2024 15:25,human - light,2792,385,0
2/27/2024 15:25,human - light,2805,389,0
2/27/2024 15:25,human - light,2781,392,0
2/27/2024 15:25,human - light,2765,412,0
2/27/2024 15:25,human - light,2752,380,0
2/27/2024 15:25,human - light,2752,389,0
2/27/2024 15:25,human - light,2756,401,0
2/27/2024 15:25,human - light,2753,416,0
2/27/2024 15:25,human - light,2741,413,0
2/27/2024 15:26,human - light,2753,404,0
2/27/2024 15:26,human - light,2749,384,0
2/27/2024 15:26,human - light,2756,401,0
2/27/2024 15:26,human - light,2753,353,0
2/27/2024 15:26,human - light,2757,353,0
2/27/2024 15:26,human - light,2760,352,0
2/27/2024 15:26,human - light,2768,353,0
2/27/2024 15:26,human - light,2764,369,0
2/27/2024 15:26,human - light,2765,385,0
2/27/2024 15:26,human - light,2773,405,0
2/27/2024 15:26,human - light,2768,392,0
2/27/2024 15:26,human - light,2765,417,0
2/27/2024 15:26,human - light,2765,381,0
2/27/2024 15:26,human - light,2764,405,0
2/27/2024 15:26,human - light,2765,421,0
2/27/2024 15:26,human - light,2764,433,0
2/27/2024 15:26,human - light,2764,432,0
2/27/2024 15:26,human - light,2761,433,0
2/27/2024 15:26,human - light,2773,416,0
2/27/2024 15:27,human - light,2757,416,0
2/27/2024 15:27,human - light,2765,393,0
2/27/2024 15:27,human - light,2768,413,0
2/27/2024 15:27,human - light,2772,396,0
2/27/2024 15:27,human - light,2777,388,0
2/27/2024 15:27,human - light,2773,389,0
2/27/2024 15:27,human - light,2780,404,0
2/27/2024 15:27,human - light,2777,408,0
2/27/2024 15:27,human - light,2769,381,0
2/27/2024 15:27,human - light,2773,373,0
2/27/2024 15:27,human - light,2769,377,0
2/27/2024 15:27,human - light,2765,389,0
2/27/2024 15:27,human - light,2761,388,0
2/27/2024 15:27,human - light,2760,357,0
2/27/2024 15:27,human - light,2757,380,0
2/27/2024 15:27,human - light,2769,404,0
2/27/2024 15:27,human - light,2769,360,0
2/27/2024 15:27,human - light,2764,320,0
2/27/2024 15:28,human - light,2764,1036,0
2/27/2024 15:28,human - light,2765,661,0
2/27/2024 15:28,human - light,2800,705,0
2/27/2024 15:28,human - light,2780,325,0
2/27/2024 15:28,human - light,2772,333,0
2/27/2024 15:28,human - light,2781,353,0
2/27/2024 15:28,human - light,2773,353,0
2/27/2024 15:28,human - light,2785,369,0
2/27/2024 15:28,human - light,2785,380,0
2/27/2024 15:28,human - light,2776,385,0
2/27/2024 15:28,human - light,2785,368,0
2/27/2024 15:28,human - light,2781,397,0
2/27/2024 15:28,human - light,2777,389,8191
2/27/2024 15:28,human - light,2921,352,0
2/27/2024 15:28,human - light,2905,360,0
2/27/2024 15:28,human - light,2861,401,0
2/27/2024 15:28,human - light,2781,389,0
2/27/2024 15:28,human - light,2784,393,0
2/27/2024 15:28,human - light,2796,356,0
2/27/2024 15:29,human - light,3001,369,8191
2/27/2024 15:29,human - light,3328,313,0
2/27/2024 15:29,human - light,3840,261,8191
2/27/2024 15:29,human - light,3373,292,8191
2/27/2024 15:29,human - light,3373,280,0
2/27/2024 15:29,human - light,3197,268,0
2/27/2024 15:29,human - light,2828,252,8191
2/27/2024 15:29,human - light,3152,276,0
2/27/2024 15:29,human - light,3381,284,0
2/27/2024 15:29,human - light,3441,281,0
2/27/2024 15:29,human - light,3448,8191,0
2/27/2024 15:29,human - light,3429,280,0
2/27/2024 15:29,human - light,3468,288,8191
2/27/2024 15:29,human - light,3349,292,0
2/27/2024 15:29,human - light,3664,309,0
2/27/2024 15:29,human - light,3664,317,0
2/27/2024 15:29,human - light,3660,324,0
2/27/2024 15:29,human - light,3684,340,8191
2/27/2024 15:30,human - light,3657,352,0
2/27/2024 15:30,human - light,3665,345,0
2/27/2024 15:30,human - light,3700,1376,0
2/27/2024 15:30,human - light,3764,345,0
2/27/2024 15:30,human - light,3437,325,8191
2/27/2024 15:30,human - light,3597,324,8191
2/27/2024 15:30,human - light,3365,329,8191
2/27/2024 15:30,human - light,3336,344,8191
2/27/2024 15:30,human - light,3364,361,8191
2/27/2024 15:30,human - light,3293,256,0
2/27/2024 15:30,human - light,3148,285,0
2/27/2024 15:30,human - light,3288,300,8191
2/27/2024 15:30,human - light,3205,309,8191
2/27/2024 15:30,human - light,2596,285,8191
2/27/2024 15:30,human - light,2973,184,0
2/27/2024 15:30,human - light,2973,0,8191
2/27/2024 15:30,human - light,2461,0,0
2/27/2024 15:30,human - light,2876,0,8191
2/27/2024 15:30,human - light,3169,0,0
2/27/2024 15:31,human - light,2749,0,8191
2/27/2024 15:31,human - light,2760,0,0
2/27/2024 15:31,human - light,2760,0,0
2/27/2024 15:31,human - light,2756,19,0
2/27/2024 15:31,human - light,2756,51,0
2/27/2024 15:31,human - light,2753,84,0
2/27/2024 15:31,human - light,2752,113,0
2/27/2024 15:31,human - light,2745,144,0
2/27/2024 15:31,human - light,2753,176,0
2/27/2024 15:31,human - light,2749,201,0
2/27/2024 15:31,human - light,2752,228,0
2/27/2024 15:31,human - light,2768,360,0
2/27/2024 15:31,human - light,2769,256,0
2/27/2024 15:31,human - light,2776,253,0
2/27/2024 15:31,human - light,2852,276,0
2/27/2024 15:31,human - light,3184,300,0
2/27/2024 15:31,human - light,3069,312,0
2/27/2024 15:31,human - light,3408,344,8191
2/27/2024 15:32,human - light,3133,349,8191
2/27/2024 15:32,human - light,2765,372,0
2/27/2024 15:32,human - light,3452,400,8191
2/27/2024 15:32,human - light,3669,5157,0
2/27/2024 15:32,human - light,3020,365,0
2/27/2024 15:32,human - light,3321,356,0
2/27/2024 15:32,human - light,3381,313,0
2/27/2024 15:32,human - light,3424,340,0
2/27/2024 15:32,human - light,3108,329,8191
2/27/2024 15:32,human - light,3013,345,0
2/27/2024 15:32,human - light,2961,360,8191
2/27/2024 15:32,human - light,2792,1681,0
2/27/2024 15:32,human - light,2801,352,0
2/27/2024 15:32,human - light,2792,357,0
2/27/2024 15:32,human - light,2801,352,0
2/27/2024 16:15,human - light,3065,920.054,0
2/27/2024 16:15,human - light,3061,335.795,0
2/27/2024 16:15,human - light,3065,452.568,0
2/27/2024 16:15,human - light,3065,330.493,0
2/27/2024 16:15,human - light,3081,329.902,0
2/27/2024 16:15,human - light,3084,331.579,0
2/27/2024 16:16,human - light,3065,325.439,0
2/27/2024 16:16,human - light,3069,325.91,0
2/27/2024 16:16,human - light,3061,343.517,0
2/27/2024 16:16,human - light,3069,341.779,0
2/27/2024 16:16,human - light,3068,335.11,0
2/27/2024 16:16,human - light,3065,334.113,0
2/27/2024 16:16,human - light,3093,323.343,0
2/27/2024 16:16,human - light,3089,333.921,0
2/27/2024 16:16,human - light,3069,455.31,0
2/27/2024 16:16,human - light,3092,304.886,8182.809
2/27/2024 16:16,human - light,3092,307.843,0
2/27/2024 16:16,human - light,3161,320.202,8182.809
2/27/2024 16:16,human - light,3093,328.256,0
2/27/2024 16:16,human - light,3092,337.977,8182.809
2/27/2024 16:16,human - light,3185,1123.698,8182.809
2/27/2024 16:16,human - light,2960,1153.561,8182.809
2/27/2024 16:16,human - light,2968,300.111,0
2/27/2024 16:16,human - light,2969,292.221,8182.809
2/27/2024 16:16,human - light,2969,322.655,0
2/27/2024 16:16,human - light,2965,324.486,0
2/27/2024 16:16,human - light,2976,328.81,8182.809
2/27/2024 16:16,human - light,2976,335.075,0
2/27/2024 16:16,human - light,2980,333.56,0
2/27/2024 16:16,human - light,2980,336.925,0
2/27/2024 16:16,human - light,2976,341.697,0
2/27/2024 16:16,human - light,2980,331.284,0
2/27/2024 16:17,human - light,2976,346.494,0
2/27/2024 16:17,human - light,2981,347.254,0
2/27/2024 16:17,human - light,2976,335.04,0
2/27/2024 16:17,human - light,2976,365.459,0
2/27/2024 16:17,human - light,2981,338.746,0
2/27/2024 16:17,human - light,2988,358.071,0
2/27/2024 16:17,human - light,2985,343.132,0
2/27/2024 16:17,human - light,2981,351.519,0
2/27/2024 16:17,human - light,2989,352.706,0
2/27/2024 16:17,human - light,2977,351.107,0
2/27/2024 16:17,human - light,2973,343.568,0
2/27/2024 16:17,human - light,2965,418.772,0
2/27/2024 16:17,human - light,2965,986.015,0
2/27/2024 16:17,human - light,2973,3741.41,0
2/27/2024 16:17,human - light,2981,286.067,0
2/27/2024 16:17,human - light,2973,280.529,0
2/27/2024 16:17,human - light,2985,311.728,0
2/27/2024 16:17,human - light,2981,445.767,0
2/27/2024 16:17,human - light,2984,304.786,0
2/27/2024 16:17,human - light,2977,310.396,8182.809
2/27/2024 16:17,human - light,2977,315.728,0
2/27/2024 16:17,human - light,2965,312.94,0
2/27/2024 16:17,human - light,2977,317.282,0
2/27/2024 16:17,human - light,2973,322.452,0
2/27/2024 16:17,human - light,2981,334.054,0
2/27/2024 16:18,human - light,2985,358.144,0
2/27/2024 16:18,human - light,2997,336.196,0
2/27/2024 16:18,human - light,3005,350.931,0
2/27/2024 16:18,human - light,3005,338.272,0
2/27/2024 16:18,human - light,3004,350.609,0
2/27/2024 16:18,human - light,3004,360.318,0
2/27/2024 16:18,human - light,3005,348.646,0
2/27/2024 16:18,human - light,3009,348.56,0
2/27/2024 16:18,human - light,3004,339.79,0
2/27/2024 16:18,human - light,3005,387.709,0
2/27/2024 16:18,human - light,3013,322.805,0
2/27/2024 16:18,human - light,3012,2003.123,0
2/27/2024 16:18,human - light,3012,334.456,0
2/27/2024 16:18,human - light,3016,556.831,8182.809
2/27/2024 16:18,human - light,3012,300.395,8182.809
2/27/2024 16:18,human - light,3009,313.793,0
2/27/2024 16:18,human - light,3013,312.765,0
2/27/2024 16:18,human - light,3009,315.56,0
2/27/2024 16:18,human - light,3005,286.641,8182.809
2/27/2024 16:18,human - light,3008,301.146,0
2/27/2024 16:18,human - light,3001,302.089,0
2/27/2024 16:18,human - light,2989,297.911,0
2/27/2024 16:18,human - light,3000,316.038,0
2/27/2024 16:18,human - light,2993,403.451,0
2/27/2024 16:18,human - light,2992,289.897,8182.809
2/27/2024 16:18,human - light,2981,293.422,0
2/27/2024 16:19,human - light,2968,294.926,0
2/27/2024 16:19,human - light,2972,296.913,0
2/27/2024 16:19,human - light,2961,316.387,8182.809
2/27/2024 16:19,human - light,2956,321.635,0
2/27/2024 16:19,human - light,2949,328.127,2277.098
2/27/2024 16:19,human - light,2949,339.24,8182.809
2/27/2024 16:19,human - light,2968,537.955,0
2/27/2024 16:19,human - light,2957,442.298,0
2/27/2024 16:19,human - light,2960,875.705,0
2/27/2024 16:19,human - light,2960,989.937,8182.809
2/27/2024 16:19,human - light,2961,312.508,8182.809
2/27/2024 16:19,human - light,2961,325.818,0
2/27/2024 16:19,human - light,2968,338.26,0
2/27/2024 16:19,human - light,2961,339.207,0
2/27/2024 16:19,human - light,2961,337.415,0
2/27/2024 16:19,human - light,2964,333.238,0
2/27/2024 16:19,human - light,2969,351.389,0
2/27/2024 16:19,human - light,2965,345.145,0
2/27/2024 16:19,human - light,2968,354.175,0
2/27/2024 16:19,human - light,2965,349.892,0
2/27/2024 16:19,human - light,2965,358.657,0
2/27/2024 16:19,human - light,2961,361.166,0
2/27/2024 16:19,human - light,2957,373.744,0
2/27/2024 16:19,human - light,2957,370.513,0
2/27/2024 16:19,human - light,2964,359.147,8182.809
2/27/2024 16:19,human - light,2961,349.346,8182.809
2/27/2024 16:20,human - light,2957,360.118,0
2/27/2024 16:20,human - light,2961,354.216,0
2/27/2024 16:20,human - light,2969,346.507,0
2/27/2024 16:20,human - light,2968,373.555,0
2/27/2024 16:20,human - light,2965,2185.075,0
2/27/2024 16:20,human - light,2976,306.84,0
2/27/2024 16:20,human - light,2988,1918.73,0
2/27/2024 16:20,human - light,2996,300.977,0
2/27/2024 16:20,human - light,3005,311.84,0
2/27/2024 16:20,human - light,3001,325.436,8182.809
2/27/2024 16:20,human - light,2997,312.925,0
2/29/2024 14:25,human - light,3377,367.947,0
2/29/2024 14:25,human - light,2725,325.277,0
2/29/2024 14:25,human - light,2917,304.852,0
2/29/2024 14:25,human - light,2736,391.197,0
2/29/2024 14:25,human - light,2700,750.854,0
2/29/2024 14:25,human - light,3109,388.232,0
2/29/2024 14:25,human - light,2753,522.326,0
2/29/2024 14:25,human - light,2704,444.459,0
2/29/2024 14:25,human - light,2757,3690.481,0
2/29/2024 14:25,human - light,3421,262.865,0
2/29/2024 14:25,human - light,2997,628.512,0
2/29/2024 14:25,human - light,3001,406.126,0
2/29/2024 14:25,human - light,2937,467.332,0
2/29/2024 14:25,human - light,2908,439.166,0
2/29/2024 14:25,human - light,3425,312.848,0
2/29/2024 14:25,human - light,3220,337.5,0
2/29/2024 14:25,human - light,2976,325.405,0
2/29/2024 14:25,human - light,2865,296.312,0
2/29/2024 14:25,human - light,3413,678.675,0
2/29/2024 14:25,human - light,2781,3247.383,0
2/29/2024 14:25,human - light,3460,454.027,0
2/29/2024 14:25,human - light,2713,380.68,0
2/29/2024 14:25,human - light,3425,387.411,0
2/29/2024 14:25,human - light,3188,2307.129,0
2/29/2024 14:25,human - light,3436,281.802,0
2/29/2024 14:26,human - light,3232,286.03,0
2/29/2024 14:26,human - light,2928,392.638,0
2/29/2024 14:26,human - light,3217,282.833,0
2/29/2024 14:26,human - light,2701,632.489,0
2/29/2024 14:26,human - light,3117,312.751,8182.809
2/29/2024 14:26,human - light,3465,4239.651,0
2/29/2024 14:26,human - light,2712,257.439,0
2/29/2024 14:26,human - light,2708,384.805,0
2/29/2024 14:26,human - light,3453,326.699,0
2/29/2024 14:26,human - light,3013,274.303,0
2/29/2024 14:26,human - light,2980,282.417,0
2/29/2024 14:26,human - light,2744,360.225,0
2/29/2024 14:26,human - light,3116,341.733,0
2/29/2024 14:26,human - light,2880,331.989,0
2/29/2024 14:26,human - light,2845,679.617,0
2/29/2024 14:26,human - light,3181,550.244,0
2/29/2024 14:26,human - light,2925,1018.267,0
2/29/2024 14:26,human - light,2712,1103.538,0
2/29/2024 14:26,human - light,3005,501.778,0
2/29/2024 14:26,human - light,2780,226.084,0
2/29/2024 14:26,human - light,2693,354.751,0
2/29/2024 14:26,human - light,2733,291.42,0
2/29/2024 14:26,human - light,3829,205.561,8182.809
2/29/2024 14:26,human - light,2868,270.902,0
2/29/2024 14:26,human - light,2680,196.502,0
2/29/2024 14:27,human - light,2997,280.904,0
2/29/2024 14:27,human - light,3300,262.783,0
2/29/2024 14:27,human - light,3060,248.198,0
2/29/2024 14:27,human - light,2800,263.506,8182.809
2/29/2024 14:27,human - light,2745,224.302,8182.809
2/29/2024 14:27,human - light,2729,249.839,0
2/29/2024 14:27,human - light,2993,396.245,0
2/29/2024 14:27,human - light,2688,343.924,0
2/29/2024 14:27,human - light,3421,314.117,0
2/29/2024 14:27,human - light,3044,270.168,0
2/29/2024 14:27,human - light,3008,339.053,0
2/29/2024 14:27,human - light,2884,661.847,0
2/29/2024 14:27,human - light,3409,255.396,0
2/29/2024 14:27,human - light,3005,2052.634,0
2/29/2024 14:27,human - light,2688,384.503,0
2/29/2024 14:27,human - light,3380,309.932,0
2/29/2024 14:27,human - light,3112,3810.387,0
2/29/2024 14:27,human - light,3156,1384.564,0
2/29/2024 14:27,human - light,3021,241.109,0
2/29/2024 14:27,human - light,2669,353.17,0
2/29/2024 14:27,human - light,3176,231.171,0
2/29/2024 14:27,human - light,2973,238.05,0
2/29/2024 14:27,human - light,3424,2515.538,0
2/29/2024 14:27,human - light,3425,327.278,0
2/29/2024 14:28,human - light,2733,208.463,0
2/29/2024 14:28,human - light,3441,789.038,0
2/29/2024 14:28,human - light,2885,335.399,0
2/29/2024 14:28,human - light,2724,1541.856,0
2/29/2024 14:28,human - light,3385,406.014,0
2/29/2024 14:28,human - light,2724,252.608,0
2/29/2024 14:28,human - light,3044,520.737,0
2/29/2024 14:28,human - light,2720,297.121,0
2/29/2024 14:28,human - light,2960,273.975,0
2/29/2024 14:28,human - light,3320,358.092,0
2/29/2024 14:28,human - light,3124,272.671,0
2/29/2024 14:28,human - light,2732,221.818,0
2/29/2024 14:28,human - light,2953,435.485,0
2/29/2024 14:28,human - light,3340,438.373,0
2/29/2024 14:28,human - light,3100,517.104,0
2/29/2024 14:29,human - light,3425,388.699,0
2/29/2024 14:29,human - light,3412,711.699,0
2/29/2024 14:29,human - light,3432,446.058,0
2/29/2024 14:29,human - light,3453,344.147,0
2/29/2024 14:29,human - light,2885,423.639,0
2/29/2024 14:29,human - light,3408,361.555,0
2/29/2024 14:29,human - light,2772,2397.779,0
2/29/2024 14:29,human - light,2712,232.282,0
2/29/2024 14:29,human - light,2909,686.04,0
2/29/2024 14:29,human - light,3380,347.072,0
2/29/2024 14:29,human - light,3116,612.259,0
2/29/2024 14:29,human - light,2713,890.932,0
2/29/2024 14:29,human - light,3465,759.359,0
2/29/2024 14:29,human - light,3217,310.346,0
2/29/2024 14:29,human - light,3384,2596.812,0
2/29/2024 14:29,human - light,2705,579.975,0
2/29/2024 14:29,human - light,3228,1183.416,0
2/29/2024 14:29,human - light,3189,323.38,0
2/29/2024 14:29,human - light,3252,627.455,0
2/29/2024 14:29,human - light,3349,432.814,0
2/29/2024 14:29,human - light,3324,326.75,0
2/29/2024 14:29,human - light,3381,784.972,0
2/29/2024 14:29,human - light,3472,314.915,0
2/29/2024 14:29,human - light,3404,438.424,0
2/29/2024 14:29,human - light,2728,788.219,0
2/29/2024 14:30,human - light,3212,489.174,0
2/29/2024 14:30,human - light,3468,1183.086,0
2/29/2024 14:30,human - light,3448,730.281,0
2/29/2024 14:30,human - light,2928,1590.851,0
2/29/2024 14:30,human - light,2713,694.836,0
2/29/2024 14:30,human - light,3308,4564.556,0
